Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Poland,POL,9.7,9.9,9.7,10.1,10.6,10.2,9.9,9.5,9,8.3,7.4
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Portugal,PRT,7.9,7.9,8.2,8.4,8.3,8.4,8.4,8.1,7.6,8,8.1
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Puerto Rico (US),PRI,10.1,9.7,9,8.3,7.3,6.7,6.4,6,5.9,5.9,5.8
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Qatar,QAT,11.367,11.131,10.596,9.969,10.031,9.921,9.979,10.046,9.555,10.099,9.908
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Romania,ROU,9.4,10,10.2,10.4,10.8,10.4,10.3,10.3,10.1,9.4,8
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Russian Federation,RUS,13.2,13.3,13.3,12.9,11.5,10.9,10.1,9.8,9.6,8.9,8.6
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Rwanda,RWA,32.409,32.24,32.098,31.971,31.666,31.231,30.672,30.021,29.389,28.859,28.348
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Samoa,WSM,30.533,30.248,29.816,29.279,28.795,28.488,27.957,27.453,26.891,26.101,25.401
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,San Marino,SMR,9.7,9.1,8.2,7.9,6.7,6.8,6.7,6.4,6.2,6.1,5.6
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sao Tome and Principe,STP,35.361,34.27,33.025,31.691,30.564,29.804,29.229,28.643,28.518,28.277,28.185
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Saudi Arabia,SAU,19.712,19.822,19.405,19.553,19.824,19.739,18.075,16.628,15.902,15.217,16.415
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Senegal,SEN,36.748,35.48,34.505,33.828,32.801,31.596,30.405,29.931,29.71,29.46,29.423
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Serbia,SRB,9.2,9.3,9.3,9.2,9.2,9.2,9.3,8.9,9.1,9.3,9.2
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Seychelles,SYC,17.4,17,17,17.4,17.2,17.1,16.4,15.8,16.8,13.1,13
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sierra Leone,SLE,36.6,35.62,34.658,34.194,33.808,33.34,32.808,32.196,31.644,31.071,30.601
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Singapore,SGP,9.3,9.8,9.7,9.4,8.9,8.8,8.8,8.5,8.6,7.9,7.4
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sint Maarten (Dutch part),SXM,13.544,12.925,12.247,11.523,10.919,10.456,10.024,9.745,9.47,9.198,9.126
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Slovak Republic,SVK,10.1,10.2,10.3,10.6,10.7,10.6,10.5,10.4,10.4,9.7,9
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Slovenia,SVN,10.2,10.3,10,9.9,9.8,9.4,9.3,8.9,9,8.3,8
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Solomon Islands,SLB,32.486,32.554,31.895,31.137,30.083,29.147,28.413,27.966,27.699,27.283,26.935
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Somalia, Fed. Rep.",SOM,47.744,47.457,47.171,46.561,46.155,45.67,45.139,44.544,44.094,43.789,42.964
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Africa,ZAF,21.894,21.784,21.007,20.27,20.038,19.85,19.694,19.522,19.354,19.079,18.775
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,South Sudan,SSD,38.295,38.191,35.407,35.052,32.802,29.068,29.421,29.441,29.693,29.066,28.59
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Spain,ESP,9.1,9.2,9,8.8,8.4,7.9,7.6,7.2,7.1,6.9,6.7
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sri Lanka,LKA,17.028,16.522,16.022,15.651,15.371,15.15,14.6,13.8,12.9,12.4,11.2
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,St. Kitts and Nevis,KNA,14.142,13.958,13.737,13.615,13.376,13.108,12.86,12.575,12.272,11.958,11.745
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,St. Lucia,LCA,12.493,12.394,12.308,12.209,12.1,11.979,11.853,11.713,11.572,11.417,11.262
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,St. Martin (French part),MAF,20.986,20.638,20.015,19.47,19.175,19.421,18.955,17.602,17.544,17.326,17.069
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,St. Vincent and the Grenadines,VCT,16.021,16.119,15.888,15.141,14.13,13.678,13.26,12.835,12.638,12.393,12.158
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sudan,SDN,36.015,35.491,35.683,35.412,35.023,35.074,34.909,34.48,33.913,33.535,33.612
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Suriname,SUR,20.123,19.859,19.479,18.942,18.448,18.092,17.869,17.692,17.577,17.47,17.298
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Sweden,SWE,11.8,11.9,11.7,11.8,11.5,11.4,11.1,10.9,11,10,9.5
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Switzerland,CHE,10.2,10.4,10.5,10.5,10.3,10.3,10,9.9,10.3,9.4,9
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Syrian Arab Republic,SYR,26.868,23.784,21.298,19.619,19.585,18.932,19.717,20.64,21.172,21.234,22.107
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Tajikistan,TJK,32.145,32.233,31.994,30.941,29.65,29.459,29.168,28.361,27.744,27.043,26.124
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Tanzania,TZA,38.408,38.355,37.622,37.632,37.611,37.335,36.883,36.437,36.015,35.637,35.222
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Thailand,THA,11.367,10.95,10.594,10.111,9.765,9.4,9.056,8.792,8.544,8.38,8.245
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Timor-Leste,TLS,28.962,28.055,27.06,26.15,25.251,24.481,23.855,23.352,22.73,22.424,22.077
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Togo,TGO,35.414,34.996,34.669,34.409,33.923,33.413,32.925,32.454,32.015,31.535,31.142
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Tonga,TON,26.866,26.391,25.834,25.229,24.514,24.144,23.849,23.634,23.507,23.35,23.117
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Trinidad and Tobago,TTO,13.51,13.289,13.031,12.804,12.491,12.06,12.088,11.647,11.291,10.987,10.708
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Tunisia,TUN,19.755,19.658,19.415,18.954,18.168,17.344,16.82,15.787,13.999,14.124,13.748
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Turkiye,TUR,17,17.5,17.1,16.6,16.2,15.4,14.4,13.4,12.9,12.2,11.2
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Turkmenistan,TKM,27.351,27.466,27.466,26.941,26.272,25.502,24.839,24.12,23.348,22.635,21.74
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Turks and Caicos Islands,TCA,13.001,12.905,12.665,12.785,12.692,12.511,12.066,11.671,11.198,10.981,10.738
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Tuvalu,TUV,22.831,22.975,23.339,23.76,24.284,24.927,24.867,24.632,24.35,24.084,23.075
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Uganda,UGA,40.551,39.714,39.007,38.279,37.944,37.673,37.212,36.803,36.342,35.8,35.201
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Ukraine,UKR,11.172,10.632,9.802,9.614,8.779,8.125,7.823,7.555,6.977,5.679,5.625
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United Arab Emirates,ARE,11.819,11.471,11.02,10.747,10.661,10.248,10.094,10.465,9.279,9.295,9.774
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United Kingdom,GBR,12.1,12,11.9,11.8,11.4,11,10.645,10.204,10.241,10.1,10.023
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United States,USA,12.4,12.5,12.4,12.2,11.8,11.6,11.4,10.9,11,11,10.7
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Uruguay,URY,14.336,14.235,14.302,13.726,12.707,11.687,10.894,10.41,10.071,9.958,9.871
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Uzbekistan,UZB,22.989,23.846,23.982,23.513,23.196,24.007,24.722,25.634,26.45,26.524,26.465
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Vanuatu,VUT,33.235,33.085,32.788,32.506,32.083,31.429,30.717,29.941,29.334,28.673,28.05
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Venezuela, RB",VEN,19.475,19.055,18.604,18.262,17.931,17.33,16.299,15.542,15.219,15.025,15.087
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Viet Nam,VNM,17.888,18.671,18.498,17.313,16.764,15.438,15.513,15.234,14.735,14.272,13.831
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Virgin Islands (U.S.),VIR,13.1,13.2,13.2,13,12.8,12.6,12.3,12.1,11.8,11.6,11.4
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,West Bank and Gaza,PSE,32.9,32.782,32.87,32.274,31.432,30.529,29.708,28.877,28.225,27.575,27.062
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Yemen, Rep.",YEM,35.483,35.738,35.938,36.034,36.067,36.046,35.947,35.895,35.668,35.407,35.209
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Zambia,ZMB,38.983,38.114,37.344,36.617,35.938,35.464,35.006,34.408,33.93,33.542,33.081
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Zimbabwe,ZWE,36.975,35.407,33.918,32.704,31.813,31.327,31.121,30.988,30.932,30.882,30.41
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Afghanistan,AFG,7.597,7.511,7.528,7.32,7.315,7.271,7.064,7.565,8.002,5.993,5.797
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Albania,ALB,7.019,7.236,7.245,7.288,7.373,7.375,7.473,9.08,10.262,8.709,8.332
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Algeria,DZA,4.641,4.646,4.645,4.647,4.66,4.667,4.681,5.988,4.96,4.602,4.641
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,American Samoa,ASM,5.188,5.39,5.574,5.75,5.846,6.011,6.191,6.35,6.583,6.815,7.021
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Andorra,AND,5.926,5.812,5.673,5.412,5.436,5.48,5.56,8.285,6.983,5.948,6.076
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Angola,AGO,9.578,9.179,8.809,8.476,8.192,7.928,7.701,7.628,7.619,7.097,6.925
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Antigua and Barbuda,ATG,5.786,5.954,6.069,6.142,6.228,6.312,6.448,6.605,6.806,6.771,6.893
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Argentina,ARG,7.78,7.549,7.449,7.865,7.682,7.583,7.676,8.45,9.725,8.797,7.668
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Armenia,ARM,9,9.2,9.3,9.4,9.1,8.7,8.8,12.2,11.6,9,8.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Aruba,ABW,5.422,6.114,6.367,7.257,6.594,6.703,6.145,6.842,8.951,8.191,7.582
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Australia,AUS,6.4,6.6,6.6,6.6,6.5,6.3,6.7,6.3,6.7,7.3,6.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Austria,AUT,9.4,9.2,9.6,9.2,9.5,9.5,9.4,10.3,10.3,10.3,9.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Azerbaijan,AZE,5.8,5.8,5.7,5.8,5.8,5.8,5.6,7.5,7.6,6,5.9
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Bahamas, The",BHS,7.486,7.596,7.832,7.94,8.12,8.276,9.321,9.523,11.259,8.558,8.713
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bahrain,BHR,1.984,2.065,2.084,1.983,1.987,2.035,2.104,2.586,2.804,2.094,2.089
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bangladesh,BGD,5.778,5.703,5.638,5.575,5.512,5.442,5.372,6.126,6.317,5.037,5.01
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Barbados,BRB,9.252,9.283,9.324,9.36,9.427,9.459,9.517,9.548,9.817,11.097,10.613
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belarus,BLR,13.2,12.8,12.6,12.6,12.6,12.7,12.8,15.784,15.839,13.246,13.338
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belgium,BEL,9.8,9.3,9.8,9.5,9.6,9.7,9.5,11,9.7,10,9.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Belize,BLZ,5.173,5.167,5.143,5.113,5.094,5.07,5.04,5.576,5.95,5.409,4.925
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Benin,BEN,10.092,9.99,9.898,9.783,9.62,9.477,9.335,9.17,9.349,8.948,8.797
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bermuda,BMU,7.967,8.159,8.389,8.62,8.691,8.689,8.705,8.755,8.762,8.772,8.858
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bhutan,BTN,6.463,6.478,6.526,6.568,6.643,6.48,6.35,6.275,6.234,6.143,6.11
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bolivia,BOL,7.781,7.729,7.659,7.614,7.591,7.561,7.555,10.836,11.791,7.681,7.172
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bosnia and Herzegovina,BIH,11.052,11.487,11.909,12.228,12.304,11.98,13.102,15.173,18.387,14.05,13.457
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Botswana,BWA,8.776,8.358,7.913,7.463,7.035,6.685,6.408,6.254,8.393,5.826,5.724
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brazil,BRA,5.924,5.998,6.045,6.226,6.256,6.337,6.452,7.502,8.366,7.539,7.077
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,British Virgin Islands,VGB,5.185,5.319,5.279,5.788,5.639,5.326,5.724,5.791,7.038,5.908,5.972
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Brunei Darussalam,BRN,4.018,4.135,4.256,4.381,4.509,4.641,4.779,4.922,5.238,6.559,5.23
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Bulgaria,BGR,14.6,15.4,15.8,15.6,16.1,16.2,16.3,19,22.9,18.4,15.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burkina Faso,BFA,10.277,9.966,9.658,9.366,9.077,8.778,8.564,8.325,8.435,8.135,7.964
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Burundi,BDI,9.201,8.845,8.688,8.209,7.864,7.559,7.394,7.191,7.306,6.997,6.718
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cabo Verde,CPV,5.165,5.154,5.136,5.15,5.115,5.162,5.004,5.886,5.648,5.004,5.059
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cambodia,KHM,6.036,6.01,6.015,6.033,6.067,6.126,6.189,6.341,6.827,6.323,6.39
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cameroon,CMR,9.758,9.477,9.2,8.908,8.65,8.431,8.163,8.107,8.258,7.673,7.151
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.2,7.3,7.4,7.4,7.6,7.7,7.6,8.1,8.2,8.6,8.1
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cayman Islands,CYM,4.731,4.73,4.722,4.723,4.735,4.767,4.809,4.873,4.984,4.82,4.801
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Central African Republic,CAF,14.395,21.406,12.683,13.177,16.943,12.403,30.25,13.259,20.89,55.126,9.419
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chad,TCD,14.231,14.071,13.876,13.548,13.277,12.857,12.519,12.328,12.162,11.486,11.032
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Channel Islands,CHI,8.4,8.5,8.9,9.2,9.5,9.6,9.7,10.2,10.9,10.3,10.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chile,CHL,6.058,6.119,6.106,6.086,6.037,6.196,6.46,7.393,7.655,7.573,6.495
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,China,CHN,7.13,7.12,7.07,7.04,7.06,7.08,7.09,7.07,7.18,7.37,7.87
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Colombia,COL,5.033,5.145,5.252,5.31,5.315,5.35,5.38,6.621,7.869,5.881,5.398
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Comoros,COM,8.323,8.198,8.063,7.943,7.828,7.733,7.644,7.662,7.932,7.3,7.196
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Dem. Rep.",COD,10.844,10.595,10.349,10.076,9.867,9.647,9.46,9.31,9.38,8.93,8.525
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Congo, Rep.",COG,7.572,7.347,7.166,7.026,6.881,6.758,7.344,6.798,6.897,6.571,6.288
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Costa Rica,CRI,4.332,4.452,4.518,4.822,4.964,5.056,5.124,5.573,6.567,6.106,5.457
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cote d'Ivoire,CIV,10.366,10.12,9.798,9.437,9.103,8.776,8.492,8.493,8.378,7.816,7.66
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Croatia,HRV,11.8,12,12.9,12.3,13,12.9,12.7,14.1,16.2,14.8,13.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cuba,CUB,8.516,8.884,9.123,9.44,9.91,9.866,10.047,10.403,15.253,10.286,10.147
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Curacao,CUW,8.1,8.8,8.8,9.3,8.9,8.8,8.8,9.3,11.1,10.4,9.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Cyprus,CYP,5.861,5.988,6.043,6.135,6.309,6.382,6.6,6.668,7.209,7.693,7.063
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Czechia,CZE,10.4,10,10.5,10.2,10.5,10.6,10.5,12.1,13.3,11.3,10.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Denmark,DNK,9.3,9.1,9.2,9.2,9.2,9.5,9.3,9.4,9.8,10.1,9.8
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Djibouti,DJI,8.359,8.28,8.162,8.007,7.921,7.83,7.797,8.033,8.327,7.544,7.456
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominica,DMA,11.718,10.027,10.873,10.374,13.626,12.517,12.611,12.706,14.31,12.908,12.763
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Dominican Republic,DOM,5.549,5.599,5.755,5.876,5.8,5.857,6.132,6.474,6.986,5.899,6.25
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ecuador,ECU,4.846,4.815,4.869,5.005,5.066,4.648,4.753,7.474,7.108,5.363,5.128
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Egypt, Arab Rep.",EGY,5.966,5.879,5.818,5.707,5.628,5.533,5.477,6.407,7.036,5.675,5.461
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,7.152,7.237,7.378,7.449,7.494,7.437,7.439,8.565,8.712,7.459,7.519
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Equatorial Guinea,GNQ,9.918,9.644,9.397,9.14,8.915,8.686,8.496,8.633,8.438,8.015,7.878
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eritrea,ERI,7.124,6.989,6.828,6.729,6.604,6.484,6.413,6.582,6.612,6.319,6.047
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Estonia,EST,11.6,11.8,11.6,11.7,11.8,11.9,11.6,11.9,14,12.8,11.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eswatini,SWZ,12.917,12.205,11.487,10.891,10.281,9.822,9.372,9.545,10.607,8.1,7.7
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ethiopia,ETH,7.78,7.461,7.206,6.999,6.786,6.631,6.481,6.403,6.638,6.093,5.96
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Faroe Islands,FRO,7.6,8.1,7.8,7.7,8.9,7.7,8,7,8.1,9.1,7.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fiji,FJI,8.43,8.562,8.791,8.792,8.695,8.939,9.092,9.286,11.157,9.299,9.255
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Finland,FIN,9.5,9.6,9.6,9.8,9.8,9.9,9.8,10,10.4,11.4,11
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,France,FRA,8.7,8.4,8.9,8.9,9.1,9.1,9.1,9.9,9.8,9.9,9.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,French Polynesia,PYF,2.996,3.059,3.124,3.175,3.225,3.292,3.369,3.812,5.245,3.529,3.649
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gabon,GAB,7.44,7.272,7.138,7.024,6.918,6.817,6.693,6.831,6.802,6.519,6.269
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Gambia, The",GMB,7.909,7.716,7.501,7.288,7.123,6.964,6.807,6.797,7.01,6.635,6.292
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Georgia,GEO,12.336,12.571,12.503,12.774,12.654,12.078,12.081,12.963,15.342,12.211,11.839
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,11.1,10.7,11.3,11.1,11.3,11.5,11.3,11.9,12.3,12.7,12.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,8.169,7.981,7.845,7.693,7.558,7.448,7.34,7.439,7.482,7.095,7.04
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gibraltar,GIB,6.844,6.919,7.019,7.074,7.008,6.909,6.811,6.89,8.847,6.409,6.51
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greece,GRC,10.2,10.4,11.2,11,11.6,11.2,11.7,12.2,13.6,13.4,12.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greenland,GRL,7.9,8.2,8.4,8.7,8.9,8.7,9.7,9.2,9.3,9.3,9.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Grenada,GRD,7.666,7.767,7.888,8.023,8.166,8.332,8.481,8.604,9.198,8.763,8.859
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guam,GUM,5.594,5.764,5.939,6.132,6.291,6.412,6.534,7.223,7.414,6.736,6.868
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guatemala,GTM,5.184,5.197,5.243,5.174,5.081,5.135,5.117,5.835,6.909,5.281,4.829
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea,GIN,11.178,11.066,10.861,10.527,10.365,10.151,9.945,9.919,9.811,9.3,9.125
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea-Bissau,GNB,9.681,9.323,8.976,8.662,8.36,8.1,7.863,8.201,8.023,7.224,7.05
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guyana,GUY,8.046,7.832,7.757,7.705,7.59,7.407,7.503,8.49,10.998,7.309,7.32
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Haiti,HTI,8.314,8.205,8.143,8.15,7.977,7.927,7.876,8.284,8.941,8.272,7.817
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Honduras,HND,4.554,4.519,4.479,4.442,4.446,4.452,4.486,5.06,5.727,4.442,4.478
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Hong Kong SAR, China",HKG,6,6.2,6.3,6.4,6.3,6.4,6.5,6.8,6.9,8.7,7.3
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Hungary,HUN,12.8,12.8,13.4,13,13.6,13.5,13.4,14.6,16.2,14.2,13.4
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iceland,ISL,6.7,6.3,6.6,6.9,6.5,6.4,6.3,6.3,6.3,7,6.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,6.859,6.77,6.729,6.7,6.673,6.67,6.67,7.214,9.259,6.576,6.611
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Indonesia,IDN,7.51,7.499,7.495,7.502,7.506,7.562,7.558,8.843,10.042,7.492,7.531
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Iran, Islamic Rep.",IRN,4.609,4.613,4.617,4.625,4.631,4.645,4.659,6.439,6.387,4.897,4.672
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iraq,IRQ,5.059,4.855,4.737,5.2,4.802,4.361,4.36,4.997,4.579,4.164,4.132
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ireland,IRL,6.4,6.3,6.4,6.4,6.3,6.4,6.2,6.4,6.7,6.7,6.6
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Isle of Man,IMN,9.568,9.707,9.854,9.922,9.974,10.032,10.085,10.437,10.725,10.267,10.476
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Israel,ISR,5.2,5.2,5.3,5.2,5.2,5,5.1,5.3,5.4,5.4,5.2
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Italy,ITA,10,9.9,10.8,10.2,10.8,10.5,10.6,12.5,11.9,12.1,11.2
